institute_id,name,tlr,rpc,go,oi,perception,city,state,score,rank,Year
IR-E-U-0774,DIT University,58.78,7.54,43.77,59.09,3.71,Dehradun,Uttarakhand,34.93,129,2020
IR-E-U-0621,National Institute of Technology Puducherry,54.57,3.41,54.45,58.82,7.12,Karaikal,Puducherry,34.87,130,2020
IR-E-U-0146,Nirma University,53.9,10.82,50.6,46.14,7.12,Ahmedabad,Gujarat,34.85,131,2020
IR-E-C-1412,JSS Science and Technology University,55.76,3.86,54.88,51.44,8.05,Mysuru,Karnataka,34.81,132,2020
IR-E-C-1400,N M A M Institute of Technology,58.73,5.43,50.17,48.85,5.69,"Nitte, Udupi",Karnataka,34.73,133,2020
IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,56.16,7.55,56.28,42.16,0,Amethi,Uttar Pradesh,34.59,134,2020
IR-E-C-37065,Kongu Engineering College,58.13,5.76,46.86,44.25,14.79,Perundurai,Tamil Nadu,34.45,135,2020
IR-E-U-0854,KLE Technological University,56.85,8.11,48.85,49.29,1.63,Dharwad,Karnataka,34.34,136,2020
IR-E-U-0384,Sant Longowal Institute of Engineering & Technology,59.28,17.63,27.04,55.09,2.69,Longowal,Punjab,34.27,137,2020
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace University,60.56,4.32,47.57,48.17,3.71,Pune,Maharashtra,34.17,138,2020
IR-E-C-18817,G. H. Raisoni College of Engineering,46.65,9.68,61,49.25,0.55,Nagpur,Maharashtra,34.07,139,2020
IR-E-C-18254,Yeshwantrao Chavan College of Engineering,51.75,8.58,53.65,52.42,0,Nagpur,Maharashtra,34.07,139,2020
IR-E-C-19607,CVR College Of Engineering,57.68,1.21,54.84,51.32,1.1,Ibrahimpatan,Telangana,33.87,141,2020
IR-E-C-37089,Sri Ramakrishna Engineering College,54.46,5.15,53.3,46.28,6.18,Coimbatore,Tamil Nadu,33.79,142,2020
IR-E-C-19650,Vardhaman College of Engineering,57.23,4.18,52.41,48.49,0,Rangareddy,Telangana,33.75,143,2020
IR-E-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,41.84,24.72,48.59,39.99,0,Nagpur,Maharashtra,33.68,144,2020
IR-E-U-0046,North Eastern Regional Institute of Science & Technology,64.04,9.76,33.3,43.05,5.69,Itanagar,Arunachal Pradesh,33.67,145,2020
IR-E-U-0685,Indira Gandhi Delhi Technical University for Women,42.33,8.13,63.06,53.96,5.21,Delhi,Delhi,33.67,145,2020
IR-E-C-1345,P E S College of Engineering,59.25,0.71,51.11,54.45,0,Mandya,Karnataka,33.65,147,2020
IR-E-C-43264,National Institute of Foundry and Forge Technology (NIFFT),54.46,2.27,58.68,41.41,6.65,Ranchi,Jharkhand,33.57,148,2020
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,49.09,12.43,41.93,66.36,0.55,Chennai,Tamil Nadu,33.55,149,2020
IR-E-C-37028,Sona College of Technology,53.05,6.12,52.87,46.82,5.21,Salem,Tamil Nadu,33.53,150,2020
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,56.06,5.17,48.62,51.89,2.16,Mumbai,Maharashtra,33.5,151,2020
IR-E-C-37064,Sri Krishna College of Technology,51.06,4.37,58.86,46.6,3.71,Coimbatore,Tamil Nadu,33.43,152,2020
IR-E-U-0037,Sri Venkateswara University,42.43,27.73,38,42.67,3.71,Tirupati,Andhra Pradesh,33.29,153,2020
IR-E-C-6202,Heritage Institute of Technology,52.26,4.9,50.4,54.15,6.18,Kolkata,West Bengal,33.27,154,2020
IR-E-C-16614,R. M. K. Engineering College,54.27,2.25,54.24,53.21,1.1,Thiruvallur,Tamil Nadu,33.24,155,2020
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,55.02,5.36,47.11,53.23,2.69,Vijayawada,Andhra Pradesh,33.13,156,2020
IR-E-U-0592,Maulana Abul Kalam Azad University of Technology,41.49,16.75,52.96,47.42,2.69,Nadia,West Bengal,33.07,157,2020
IR-E-U-0613,National Institute of Technology Manipur,54.89,8.29,42.86,53.25,1.63,Imphal,Manipur,33.02,158,2020
IR-E-U-0213,Alliance University,47.89,1.88,63.26,53.12,1.1,Bengaluru,Karnataka,33,159,2020
IR-E-C-16537,St. Josephs College of Engineering,53.65,6.81,52.88,42.44,0,Kancheepuram,Tamil Nadu,32.95,160,2020
IR-E-C-19754,SR Engineering College,62.29,1.91,31.2,62.13,12.38,Warangal,Telangana,32.95,160,2020
IR-E-U-0604,Amity University Gwalior,56.79,1.4,54.03,46.1,0,Gwalior,Madhya Pradesh,32.88,162,2020
IR-E-C-6238,Haldia Institute of Technology,49.15,6.8,50.2,55.8,4.22,Haldia,West Bengal,32.83,163,2020
IR-E-C-8277,Government Engineering College,57.13,2.86,49.94,45.99,2.16,Thrissur,Kerala,32.81,164,2020
IR-E-I-1015,Vishwakarma Institute of Technology,47.21,6.45,59.26,44.53,3.2,Pune,Maharashtra,32.72,165,2020
IR-E-U-0864,Harcourt Butler Technical University,59.15,2.31,46.82,42.34,6.65,Kanpur Nagar,Uttar Pradesh,32.69,166,2020
IR-E-U-0564,University of Petroleum and Energy Studies,48.86,14.26,39.13,53.15,4.22,Dehradun,Uttarakhand,32.51,167,2020
IR-E-C-11015,Walchand College of Engineering,50.11,4.15,54.99,47.43,3.71,Sangli,Maharashtra,32.39,168,2020
IR-E-C-1336,BMS Institute of Technology & Management,48.02,4.04,51.43,53.36,11.13,Bengaluru,Karnataka,32.36,169,2020
IR-E-C-19706,Institute of Aeronautical Engineering,50.61,7.28,45.04,54.16,4.72,Hyderabad,Telangana,32.26,170,2020
IR-E-C-33584,K. J. Somaiya College of Engineering,51.95,2.84,59.03,39.37,0.55,Mumbai,Maharashtra,32.25,171,2020
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,53.11,2.72,52.44,48.87,1.1,Hyderabad,Telangana,32.24,172,2020
IR-E-C-42242,Maharshi Karve Stree Shikshan Samstha's Cummins College of Engineering for Women,50.8,2.95,52.51,53.89,2.16,Pune,Maharashtra,32.23,173,2020
IR-E-U-0169,ManavRachna International Institute of Research & Studies,51.95,4.1,51.73,49.28,1.1,Faridabad,Haryana,32.21,174,2020
IR-E-C-1438,The National Institute of Engineering,51.97,2.65,51.05,50.57,5.21,Mysuru,Karnataka,32.17,175,2020
IR-E-C-16572,Sri Venkateswara College of Engineering,56.18,4.91,48.74,38.31,2.16,Kancheepuram,Tamil Nadu,32.12,176,2020
IR-E-U-0147,Pandit Deendayal Petroleum University,49.08,11.97,50.34,33.8,3.2,Gandhinagar,Gujarat,32.08,177,2020
IR-E-C-9462,"School of Engineering, Cochin University of Science and Technology",50.08,14.19,38.55,44.77,5.69,Cochin,Kerala,32.04,178,2020
IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",52.9,2.66,47.2,56.2,2.69,Bhubaneswar,Odisha,32,179,2020
IR-E-C-19747,Anurag Group of Institutions,56.55,1.44,43.97,54.98,0.55,Hyderabad,Telangana,31.74,180,2020
IR-E-U-0373,Chitkara University,48.34,7.56,47.86,53.83,0,Rajpura,Punjab,31.72,181,2020
IR-E-U-0455,"Indian Institute of Information Technology, Design & Manufacturing",35.51,7.8,57.62,53.05,18.15,Chennai,Tamil Nadu,31.63,182,2020
IR-E-U-0739,Madan Mohan Malaviya University of Technology,47.49,15.84,44.1,35.1,2.69,Gorakhpur,Uttar Pradesh,31.6,183,2020
IR-E-C-26929,Sree Vidyanikethan Engineering College,54.06,1.24,50.93,47.58,0,A.Rangampet,Andhra Pradesh,31.54,184,2020
IR-E-C-26928,JNTUA College of Engineering,55.12,3.96,48.19,36.84,4.72,Anantapur,Andhra Pradesh,31.52,185,2020
IR-E-C-1398,BNM Institute of Technology,55.66,1.11,46.87,50.8,0,Bengaluru,Karnataka,31.48,186,2020
IR-E-C-26162,Vasavi College of Engineering,48.8,0.75,56.58,50.47,2.16,Hyderabad,Telangana,31.46,187,2020
IR-E-C-17913,Gayatri Vidya Parishad College of Engineering,54.28,1.69,45.48,48.12,6.65,Visakhapatnam,Andhra Pradesh,31.38,188,2020
IR-E-C-27089,National Engineering College,53.98,5.99,42.9,46.85,1.1,Kovilpatti,Tamil Nadu,31.36,189,2020
IR-E-C-26905,G.Pulla Reddy Engineering College,53.11,1.15,48.27,51.6,2.69,Kurnool,Andhra Pradesh,31.35,190,2020
IR-E-C-6192,Institute of Engineering & Management,43.74,7.8,51.73,52.96,2.16,Kolkata,West Bengal,31.33,191,2020
IR-E-C-16476,Sri Sai Ram Institute of Technology,48.89,2.8,54.08,47.67,2.16,Chennai,Tamil Nadu,31.32,192,2020
IR-E-U-0129,Dharmsinh Desai University,49.4,2.29,59.12,36.87,2.69,Nadiad,Gujarat,31.29,193,2020
IR-E-U-0405,The LNM Institute of Information Technology,41.95,12.14,53.25,43.08,0.55,Jaipur,Rajasthan,31.24,194,2020
IR-E-U-0162,Guru Jambheshwar University of Science and Technology,41.05,13.82,51.92,40.13,3.71,Hisar,Haryana,31.23,195,2020
IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,49.69,1.66,53.63,48.5,1.63,Pune,Maharashtra,31.15,196,2020
IR-E-C-49660,Pimpri Chinchwad College of Engineering,46.11,7.36,50.73,48.76,0.55,Pune,Maharashtra,31.13,197,2020
IR-E-C-34167,Ramrao Adik Institute of Technology,53.6,3.82,45.75,47.25,0,Mumbai,Maharashtra,31.11,198,2020
IR-E-C-48145,BVRIT Hyderabad,49.16,0.46,53.74,52.98,1.63,Hyderabad,Telangana,31.1,199,2020
IR-E-U-0615,National Institute of Technology Arunachal Pradesh,50.56,9.06,39.36,46.21,7.12,Itanagar,Arunachal Pradesh,31.09,200,2020
IR-E-U-0456,Indian Institute of Technology Madras,95.47,96.43,81.92,62.44,100,Chennai,Tamil Nadu,90.19,1,2021
IR-E-I-1074,Indian Institute of Technology Delhi,91.76,95.82,80.97,66.39,98.63,New Delhi,Delhi,88.96,2,2021
IR-E-U-0306,Indian Institute of Technology Bombay,89.32,92.56,79.71,53.68,92.88,Mumbai,Maharashtra,85.16,3,2021
IR-E-I-1075,Indian Institute of Technology Kanpur,86.71,83.13,89.79,55.96,87.05,Kanpur,Uttar Pradesh,83.22,4,2021
IR-E-U-0573,Indian Institute of Technology Kharagpur,80.51,88.59,83.01,58.46,88.5,Kharagpur,West Bengal,82.03,5,2021
IR-E-U-0560,Indian Institute of Technology Roorkee,79.28,78.13,90.74,63.36,63.59,Roorkee,Uttarakhand,78.08,6,2021
IR-E-U-0053,Indian Institute of Technology Guwahati,79.25,70.32,84.63,59.83,60.58,Guwahati,Assam,73.84,7,2021
IR-E-U-0013,Indian Institute of Technology Hyderabad,82.6,56.9,72.54,56.58,66.7,Hyderabad,Telangana,68.69,8,2021
IR-E-U-0467,National Institute of Technology Tiruchirappalli,70,54.63,78.13,61.35,69.32,Tiruchirappalli,Tamil Nadu,66.08,9,2021
IR-E-U-0237,National Institute of Technology Karnataka,73.15,50.17,78.62,64.54,50.18,Surathkal,Karnataka,64.19,10,2021
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),69.29,65.53,73.12,54.62,35.36,Dhanbad,Jharkhand,64.07,11,2021
IR-E-U-0490,Vellore Institute of Technology,61.41,69.7,67.01,59.84,49.73,Vellore,Tamil Nadu,63.68,12,2021
IR-E-U-0273,Indian Institute of Technology Indore,76.22,55.89,71.57,55.76,30.29,Indore,Madhya Pradesh,62.56,13,2021
IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,67.4,51.62,79.07,55.8,49.96,Varanasi,Uttar Pradesh,62.1,14,2021
IR-E-U-0308,Institute of Chemical Technology,75.45,54.62,72.56,45.67,21.98,Mumbai,Maharashtra,60.31,15,2021
IR-E-U-0436,Amrita Vishwa Vidyapeetham,69.63,59.01,59.56,56.68,35.04,Coimbatore,Tamil Nadu,59.67,16,2021
IR-E-U-0575,Jadavpur University,54.82,60.61,76.88,43,48.82,Kolkata,West Bengal,59.19,17,2021
IR-E-U-0439,Anna University,66.29,50.06,58.6,50.87,65.95,Chennai,Tamil Nadu,58.31,18,2021
IR-E-U-0378,Indian Institute of Technology Ropar,81.35,34.08,69.1,62.78,33.74,Rupnagar,Punjab,58.09,19,2021
IR-E-U-0357,National Institute of Technology Rourkela,62.21,56.58,72.53,50.72,28.08,Rourkela,Odisha,58.02,20,2021
IR-E-U-0064,Indian Institute of Technology Patna,76.49,44.92,63.77,53.22,28.83,Patna,Bihar,57.38,21,2021
IR-E-U-0139,Indian Institute of Technology Gandhinagar,82.1,35.05,57.31,62.64,39.87,Gandhinagar,Gujarat,56.86,22,2021
IR-E-U-0025,National Institute of Technology Warangal,67.88,39.6,74.47,55.52,40.72,Warangal,Telangana,56.76,23,2021
IR-E-I-1480,Thapar Institute of Engineering and Technology,64.89,51.54,68.52,56.05,25.35,Patiala,Punjab,56.76,23,2021
IR-E-U-0263,National Institute of Technology Calicut,68,34.63,77.94,63.52,37.53,Kozhikode,Kerala,56.48,25,2021
IR-E-U-0391,Birla Institute of Technology & Science -Pilani,62.96,39.96,79.57,55.73,39.87,Pilani,Rajasthan,56.35,26,2021
IR-E-U-0584,Indian Institute of Engineering Science and Technology,66.13,47.54,64.47,49.7,42.36,Shibpur,West Bengal,56.2,27,2021
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,75.09,37.81,66.44,55.62,29.93,Bhubaneswar,Odisha,55.71,28,2021
IR-E-U-0577,National Institute of Technology Durgapur,69.23,42.64,68.37,56.43,26.15,Durgapur,West Bengal,55.48,29,2021
IR-E-U-0334,Visvesvaraya National Institute of Technology,66.19,46.05,70.66,53.53,17.84,Nagpur,Maharashtra,54.94,30,2021
IR-E-U-0497,Amity University,68.46,57.24,52.38,56.94,9.87,Gautam Budh Nagar,Uttar Pradesh,54.87,31,2021
IR-E-U-0363,Siksha `O` Anusandhan,75.76,34.28,70.16,65.14,12.15,Bhubaneswar,Odisha,54.77,32,2021
IR-E-U-0108,Jamia Millia Islamia,60.27,50,72.96,54.71,13.24,New Delhi,Delhi,54.46,33,2021
IR-E-U-0473,S.R.M. Institute of Science and Technology,60.31,50.91,67.01,60.9,13.24,Chennai,Tamil Nadu,54.17,34,2021
IR-E-U-0496,Aligarh Muslim University,71.79,50.09,56.66,40.38,20.65,Aligarh,Uttar Pradesh,54,35,2021
IR-E-U-0098,Delhi Technological University,66.23,31.79,73.63,58.61,39.59,New Delhi,Delhi,53.96,36,2021
IR-E-U-0410,Malaviya National Institute of Technology,70.69,43.21,62.04,57.79,15.86,Jaipur,Rajasthan,53.95,37,2021
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,71.47,37.62,67.55,57.06,12.7,Thanjavur,Tamil Nadu,53.22,38,2021
IR-E-U-0356,Kalinga Institute of Industrial Technology,69.99,29.98,70.72,76.68,13.24,Bhubaneswar,Odisha,53.12,39,2021
IR-E-U-0255,Indian Institute of Space Science and Technology,77.49,23.18,61.09,65.27,39.01,Thiruvananthapuram,Kerala,52.85,40,2021
IR-E-U-0184,Indian Institute of Technology Mandi,65.95,35.39,69.05,61.66,21.98,Mandi,Himachal Pradesh,52.58,41,2021
IR-E-U-0530,Motilal Nehru National Institute of Technology,64.23,34.07,73.63,54.84,21.98,Prayagraj,Uttar Pradesh,51.9,42,2021
IR-E-U-0395,Indian Institute of Technology Jodhpur,76.38,28.07,62.59,63.34,13.78,Jodhpur,Rajasthan,51.56,43,2021
IR-E-U-0172,National Institute of Technology Kurukshetra,62.2,40.64,62.01,53.66,19.73,Kurukshetra,Haryana,50.59,44,2021
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,66.95,34.56,61.71,53.48,20.65,Kancheepuram,Tamil Nadu,50.2,45,2021
IR-E-U-0202,Birla Institute of Technology,68.2,34.19,58.24,50.41,26.54,Ranchi,Jharkhand,50.06,46,2021
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,64.14,34.39,65.08,56.74,17.35,Surat,Gujarat,49.99,47,2021
IR-E-U-0055,National Institute of Technology Silchar,63.11,40.36,61.95,52.73,8.68,Silchar,Assam,49.57,48,2021
IR-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,67.97,27.72,60.78,63.12,18.32,Jalandhar,Punjab,49.01,49,2021
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),71.09,38.38,48.62,55.06,4.23,Vaddeswaram,Andhra Pradesh,48.49,50,2021
IR-E-C-7252,Manipal Institute of Technology,70.14,28.99,50.15,62.03,21.98,Manipal,Karnataka,48.17,51,2021
IR-E-C-41593,"College of Engineering, Pune",64.83,22.39,67.83,54.17,29.57,Pune,Maharashtra,48.12,52,2021
IR-E-C-37013,PSG College of Technology,68.57,23.58,48.35,48.89,57.14,Coimbatore,Tamil Nadu,47.91,53,2021
IR-E-U-0014,International Institute of Information Technology Hyderabad,50.76,33.07,71.08,51.44,26.15,Hyderabad,Telangana,47.12,54,2021
IR-E-U-0474,Sathyabama Institute of Science and Technology,59.83,41.05,45.39,63.17,9.87,Chennai,Tamil Nadu,46.65,55,2021
IR-E-U-0458,Kalasalingam Academy of Research and Higher Education,64.24,24.41,60.42,65.23,13.78,Srivilliputtur,Tamil Nadu,46.57,56,2021
IR-E-U-0249,Visvesvaraya Technological University,70.27,31.03,47.84,49.93,6.83,Belgaum,Karnataka,45.63,57,2021
IR-E-U-0297,Defence Institute of Advanced Technology,67.03,33.73,52.16,45.71,2.87,Pune,Maharashtra,45.52,58,2021
IR-E-U-0619,National Institute of Technology Meghalaya,67.63,24.12,55.3,64.22,3.56,Shillong,Meghalaya,45.37,59,2021
IR-E-U-0284,Maulana Azad National Institute of Technology,55.71,28.88,63.97,58.59,9.87,Bhopal,Madhya Pradesh,45.02,60,2021
IR-E-U-0747,Chandigarh University,68.9,17.05,46.81,76.33,22.42,Mohali,Punjab,45.01,61,2021
IR-E-U-0017,Jawaharlal Nehru Technological University,72.29,27.99,41.03,53.8,12.7,Hyderabad,Telangana,44.95,62,2021
IR-E-U-0105,"Indraprastha Institute of Information Technology, Delhi",54.79,31.79,68.04,39.39,13.24,New Delhi,Delhi,44.85,63,2021
IR-E-U-0092,National Institute of Technology Raipur,60.57,28.98,59.26,58.32,2.87,Raipur,Chhattisgarh,44.83,64,2021
IR-E-C-1331,M. S. Ramaiah Institute of Technology,66.25,16.84,60.05,53.7,14.31,Bengaluru,Karnataka,43.74,65,2021
IR-E-U-0379,Lovely Professional University,62.69,25.97,45.82,64.46,14.83,Phagwara,Punjab,43.69,66,2021
IR-E-U-0389,Banasthali Vidyapith,59.29,14.29,67.27,74.92,6.19,Banasthali,Rajasthan,43.64,67,2021
IR-E-U-0147,Pandit Deendayal Petroleum University,70.06,23.25,53.33,42.09,2.87,Gandhinagar,Gujarat,43.17,68,2021
IR-E-U-0197,National Institute of Technology Srinagar,65.87,14.29,57.85,63.89,6.19,Srinagar,Jammu and Kashmir,42.63,69,2021
IR-E-U-0080,"Punjab Engineering College (Deemed to be University), Chandigarh",55.98,15.24,65.57,55.41,26.15,Chandigarh,Chandigarh,42.62,70,2021
IR-E-C-26794,Thiagarajar College of Engineering,56.11,18.65,60.91,50.99,28.83,Madurai,Tamil Nadu,42.58,71,2021
IR-E-U-0072,National Institute of Technology Patna,54.45,24.3,61.87,50.77,9.87,Patna,Bihar,42.06,72,2021
IR-E-U-0795,Indian Institute of Information Technology Guwahati,64.87,9.13,56.91,53.01,31.01,Guwahati,Assam,41.98,73,2021
IR-E-C-24004,College of Engineering (A),64.45,9.77,69.23,53.92,4.23,Visakhapatnam,Andhra Pradesh,41.92,74,2021
IR-E-U-0555,Graphic Era University,64.78,13.64,49.07,60.45,24.53,Dehradun,Uttarakhand,41.83,75,2021
IR-E-U-0221,International Institute of Information Technology Bangalore,58.9,10.89,63.64,60.93,18.8,Bengaluru,Karnataka,41.64,76,2021
IR-E-C-1269,R.V. College of Engineering,63.87,14.45,57.01,50.3,15.86,Bengaluru,Karnataka,41.52,77,2021
IR-E-C-36995,Sri Krishna College of Engineering and Technology,62.23,10.86,63.26,49.71,17.35,Coimbatore,Tamil Nadu,41.29,78,2021
IR-E-U-0201,Shri Mata Vaishno Devi University,69.07,20.55,47.85,45.49,2.17,Katra,Jammu and Kashmir,41.22,79,2021
IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",46.17,29.61,61.76,54.06,6.83,Jabalpur,Madhya Pradesh,41.17,80,2021
IR-E-C-45375,Indian Institute of Food Processing Technology (IIFPT),71.85,7.98,52.14,57.56,9.87,Thanjavur,Tamil Nadu,41.13,81,2021
IR-E-C-33641,"Veermata Jijabai Technological Institute,  (VJTI, Mumbai)",60.34,11.62,66.02,53.6,9.28,Mumbai,Maharashtra,41.07,82,2021
IR-E-U-0733,PES University,62.28,13.35,60.53,49.36,13.24,Bengaluru,Karnataka,41.06,83,2021
IR-E-U-0749,Manipal University Jaipur,65.35,16.65,50.79,58.72,0,Jaipur,Rajasthan,40.63,84,2021
IR-E-U-0620,National Institute of Technology Goa,56.69,21.42,53.53,57.08,7.45,Ponda,Goa,40.6,85,2021
IR-E-U-0207,"National Institute of Technology, Jamshedpur",56.45,15.62,67.65,45.74,8.07,Jamshedpur,Jharkhand,40.53,86,2021
IR-E-U-0516,Indian Institute of Information Technology Allahabad,46.57,15.7,72.28,51.74,19.73,Prayagraj (Allahabad),Uttar Pradesh,40.28,87,2021
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),47.14,22.25,65.82,44.23,18.32,South West,Delhi,40.22,88,2021
IR-E-U-0078,Panjab University,39.71,42.62,48.4,43.12,14.83,Chandigarh,Chandigarh,40.16,89,2021
IR-E-C-36926,Kumaraguru College of Technology,61.76,15.76,52.48,45.71,15.86,Coimbatore,Tamil Nadu,39.92,90,2021
IR-E-U-0564,University of Petroleum and Energy Studies,57.92,20.29,51.01,57.05,4.9,Dehradun,Uttarakhand,39.87,91,2021
IR-E-U-0493,National Institute of Technology Agartala,56.96,21.82,48.87,57.71,6.83,Agratala,Tripura,39.86,92,2021
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,55.8,28.48,38.53,63.61,4.9,Chennai,Tamil Nadu,39.84,93,2021
IR-E-U-0522,Jaypee Institute of Information Technology,53.07,23.11,56.79,49.3,6.83,Noida,Uttar Pradesh,39.82,94,2021
IR-E-C-43708,College of Engineering Trivandrum,63.85,10.25,53.4,50.16,14.83,Thiruvananthapuram,Kerala,39.4,95,2021
IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,60.35,3.01,62.73,71.58,6.83,Pune,Maharashtra,39.39,96,2021
IR-E-U-0163,The Northcap University,60.36,12.71,56.83,51.32,8.07,Gurugram,Haryana,39.23,97,2021
IR-E-C-1262,B.M.S. College of Engineering,59.62,12.33,54.1,51.93,15.35,Bengaluru,Karnataka,39.13,98,2021
IR-E-U-0189,National Institute of Technology Hamirpur,50.19,21.92,58.2,46.54,11.59,Hamirpur,Himachal Pradesh,39.09,99,2021
IR-E-C-30045,"C.V. Raman Global University, Odisha",62.09,5.58,58.89,57.55,11.02,Bhubaneswar,Odisha,38.94,100,2021
IR-E-C-1297,Siddaganga Institute of Technology,59.38,15.43,54.24,49.56,5.55,Tumkur,Karnataka,38.81,101,2021
IR-E-C-36969,Coimbatore Institute of Technology,63.99,8.47,43.38,50.51,32.73,Coimbatore,Tamil Nadu,38.74,102,2021
IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,55.99,22.73,47.47,54.74,0,Solan,Himachal Pradesh,38.58,103,2021
IR-E-U-0056,Tezpur University,49.58,34.26,41.5,41.9,7.45,Tezpur,Assam,38.39,104,2021
IR-E-U-0460,Karunya Institute of Technology and Sciences,52.14,26.57,43.78,51.97,8.07,Coimbatore,Tamil Nadu,38.38,105,2021
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,46.9,17.04,66.48,53.57,4.9,Gwalior,Madhya Pradesh,38.33,106,2021
IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,50.12,11.09,71.67,48.81,6.19,Gandhinagar,Gujarat,38.2,107,2021
IR-E-U-0099,Guru Gobind Singh Indraprastha University,41.3,32.95,47.68,44.66,16.36,New Delhi,Delhi,37.93,108,2021
IR-E-C-16547,Sri Sairam Engineering College,55.56,11.27,58.93,57.83,2.17,Kancheepuram,Tamil Nadu,37.84,109,2021
IR-E-C-16626,Rajalakshmi Engineering College,64.13,4.96,56.15,53.93,3.56,Chennai,Tamil Nadu,37.71,110,2021
IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",57.75,15.85,49.23,56.26,1.46,Guntur,Andhra Pradesh,37.7,111,2021
IR-E-U-0445,B. S. Abdur Rahman Crescent Institute of Science and Technology,60.38,16.43,47.28,44.6,6.19,Chennai,Tamil Nadu,37.58,112,2021
IR-E-U-0373,Chitkara University,53.58,13.38,52.56,58.11,11.02,Rajpura,Punjab,37.5,113,2021
IR-E-U-0613,National Institute of Technology Manipur,61.1,14.77,42.18,58.89,3.56,Imphal,Manipur,37.45,114,2021
IR-E-C-43264,National Institute of Foundry and Forge Technology (NIFFT),67.07,4.72,53.71,45.16,5.55,Ranchi,Jharkhand,37.35,115,2021
IR-E-U-0367,Veer Surendra Sai University of Technology,53.46,22.16,46.3,47.1,6.83,Burla,Odisha,37.34,116,2021
IR-E-U-0143,Maharaja Sayajirao University of Baroda,56.48,14.79,52.46,50.11,4.23,Vadodara,Gujarat,37.3,117,2021
IR-E-U-0169,Manav Rachna International Institute of Research & Studies,57.82,6.21,58.38,52.21,11.59,Faridabad,Haryana,37.26,118,2021
IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,59.71,7.98,57.72,50.85,2.87,Nagpur,Maharashtra,37.22,119,2021
IR-E-U-0382,Punjab Technical University,63.62,32.28,16.04,46.24,5.55,Kapurthala,Punjab,37.15,120,2021
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,55.8,19.82,39.47,65.05,0,Chennai,Tamil Nadu,37.09,121,2021
IR-E-I-1015,Vishwakarma Institute of Technology,56.71,5.43,63.65,48.32,6.19,Pune,Maharashtra,36.82,122,2021
IR-E-C-18154,University College of Engingeering,59.48,4.18,57.92,56.26,4.23,Kakinada,Andhra Pradesh,36.72,123,2021
IR-E-C-27058,Mepco Schlenk Engineering College,49.66,19.34,47.9,46.51,17.35,Sivakasi,Tamil Nadu,36.67,124,2021
IR-E-U-0491,"Vels Institute of Science, Technology & Advanced Studies (VISTAS)",57.36,21.44,42.16,41.95,3.56,Chennai,Tamil Nadu,36.63,125,2021
IR-E-U-0507,Dayalbagh Educational Institute,61.61,7.63,49.47,53.44,6.19,Agra,Uttar Pradesh,36.62,126,2021
IR-E-U-0175,YMCA University of Science & Tech (Formerely YMCA Institute of Engineering),59.79,6.05,55.73,50.04,6.83,Faridabad,Haryana,36.59,127,2021
IR-E-C-36975,Government College of Technology,51.56,9.16,55.01,49.5,23.7,Coimbatore,Tamil Nadu,36.54,128,2021
IR-E-U-0186,Jaypee University of Information Technology,47.14,21.27,55.23,46.01,3.56,Solan,Himachal Pradesh,36.53,129,2021
IR-E-C-18817,G. H. Raisoni College of Engineering,52.49,8.85,60.93,48.69,9.87,Nagpur,Maharashtra,36.46,130,2021
IR-E-C-50605,PSG Institute of Technology and Applied Research,60.8,2.1,55.86,49.86,13.78,Coimbatore,Tamil Nadu,36.41,131,2021
IR-E-C-27616,University College of Engineering,59.95,6.78,52.91,50.28,7.45,Hyderabad,Telangana,36.37,132,2021
IR-E-C-25622,Chaitanya Bharathi Institute of Technology,60.36,2.21,56.74,51.57,10.45,Hyderabad,Telangana,36.32,133,2021
